foa_id,title,agency,open_date,close_date,eligibility,description,award_min,award_max,source_url,source_name,ingested_at,schema_version,tags_research_domains,tags_methods_approaches,tags_populations,tags_sponsor_themes
350002,Accelerating Research through International Network-to-Network Collaborations,U.S. National Science Foundation,2023-08-26,2026-09-21,"*Who May Submit Proposals: Proposals may only be submitted by the following: -Non-profit, non-academic organizations: Independent museums, observatories, research laboratories, professional societies and similar organizations located in the U.S. that are directly associated with educational or research activities. -Institutions of Higher Education (IHEs): Two- and four-year IHEs (including community colleges) accredited in, and having a campus located in the US, acting on behalf of their faculty members. Special Instructions for International Branch Campuses of US IHEs: If the proposal includes funding to be provided to an international branch campus of a US institution of higher education (including through use of sub-awards and consultant arrangements), the proposer must explain the benefit(s) to the project of performance at the international branch campus, and justify why the project activities cannot be performed at the US campus. -Tribal Nations: An American Indian or Alaska Native tribe, band, nation, pueblo, village, or community that the Secretary of the Interior acknowledges as a federally recognized tribe pursuant to the Federally Recognized Indian Tribe List Act of 1994, 25 U.S.C. &sect;&sect; 5130-5131. *Who May Serve as PI: Restrictions only apply to Implementation Track Phase 2: Implementation Track Phase 2 proposals may only be submitted by Implementation Track Phase 1 recipients with an active award and can be submitted no earlier than 12 months after the start date of the award. Each Phase 1 team can only receive one Phase 2 award.","The contemporary research landscape is a collaborative and international enterprise requiring high level coordination among multi-disciplinary, cross-cultural teams. As such, the Accelerating Research through International Network-to-Network Collaborations program (AccelNet) values cooperation over competition. Program goals are to 1) leverage prior NSF support for building research capacity towards activities that launch international research network of networks (NoN) that will lead to an accelerated advancement of an area of science after the award period and 2) recruit and foster a diverse and internationally competent US-based workforce trained in conducting and leading multi-team international collaboration. Any area funded by the National Science Foundation is eligible, particularly those addressing grand research challenges identified within research communities and/or by NSF. Successful proposals will demonstrate that the proposed activities will: 1) accelerate scientific research at a rate that would not be possible without concerted international cooperation in research planning; 2) make NoN members more competitive for research awards following the period of award; 3) recruit and foster a US-based diverse and internationally competent workforce trained in conducting and leading multi-team international collaboration. Proposals must include detailed plans for collaborative networking activities that will result in a synergy of effort across the entire NoN. The AccelNet Program has two tracks. The Design Track allows PIs to build on prior research by providing time and resources for building capacity across teams to launch a synergistic international NoN. The Implementation Track allows PIs to build on prior research or networking activities by providing time and resources to implement an international NoN. There are two phases to the Implementation Track. Phase 1 funding is for activities related exclusively to NoN activities and is open to all PIs, including but not limited to prior successful Design Track PIs. Phase 2 funding is for early concept research arising from Phase 1 activities and is only open to Phase 1 PIs who have identified a critical research gap during synergistic networking activities in the first 18-24 months of Phase 1 awards.",,,https://www.grants.gov/web/grants/view-opportunity.html?oppId=350002,grants.gov,2026-03-10T17:48:24Z,1.0,,engineering_design|translational,global,workforce_development|collaboration|translation
